price_juta,surface_area,building_area,bed,bath,carport,district,city,description,url
800.0,107,100,3,2,1,Ngaglik,Sleman,Siap Huni Rumah Baru Di Jakal Pamungkas Dekat UII,https://www.rumah123.com/properti/sleman/hos17041037/
4700.0,334,250,4,3,1,Ngaglik,Sleman,Rumah Mewah Full Furnished Dalam Cluster Greenhills Jalan Kaliurang Km9 Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17094874/
750.0,130,60,3,2,1,Sleman,Sleman,Rumah Modern Smarthome Furnished Dekat Polres Sleman Mall Sch,https://www.rumah123.com/properti/sleman/hos17147581/
756.0,95,57,2,1,2,Ngaglik,Sleman,Perumahan One Gate System Di Palagan Sleman Dekat Pasar Rejondani,https://www.rumah123.com/properti/sleman/hos17147497/
400.0,90,50,2,1,1,Pajangan,Bantul,Hunian Nyaman Di Bantul Dalam Perumahan Sudah Siap Huni,https://www.rumah123.com/properti/bantul/hos17147396/
1850.0,116,110,3,2,2,Ngemplak,Sleman,Rumah Full Furnished di Maguwoharjo Bangunan Baru Dan Strategis,https://www.rumah123.com/properti/sleman/hos17147395/
835.0,102,65,3,2,1,Banguntapan,Bantul,Rumah Proses Bangun 3 Kamar Tidur Dekat Blok O Banguntapan Akses Mobil Simpangan,https://www.rumah123.com/properti/bantul/hos17147384/
961.0,107,80,3,3,2,Ngaglik,Sleman,Rumah 2 Lantai Cluster Mewah Dekat Uii Jalan Kaliurang Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17147298/
875.0,107,70,3,2,1,Ngaglik,Sleman,Rumah Dekat Kampus Uii Jalan Kaliurang Km 12 Cuma 800 Jutaan,https://www.rumah123.com/properti/sleman/hos17147240/
2790.0,123,160,3,3,1,Mlati,Sleman,Rumah Mewah 2 Lantai Dalam Private Cluster Tlogoadi Mlati Sleman,https://www.rumah123.com/properti/sleman/hos17147236/
1700.0,200,190,4,3,2,Umbulharjo,Yogyakarta,Rumah Bagus 2 Lantai Di Tahunan Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17147234/
1780.0,160,210,3,3,1,Mlati,Sleman,Rumah Jogja Dekat Kampus Ugm Sendangadi Mlati Sleman Barat Hyatt,https://www.rumah123.com/properti/sleman/hos17147226/
1550.0,126,90,3,2,1,Ngaglik,Sleman,Rumah di Jalan Palagan Dalam Perumahan Elit Dekat Hotel Hyatt,https://www.rumah123.com/properti/sleman/hos17147191/
2700.0,110,160,3,4,2,Ngaglik,Sleman,Rumah Mewah Siap Bangun di Jalan Palagan Dalam Perumahan Elit,https://www.rumah123.com/properti/sleman/hos17147135/
1300.0,135,120,3,2,1,Ngaglik,Sleman,Rumah 2 Lantai Dekat Ponpes Pandanaran Di Jalan Kaliurang Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17147125/
1200.0,124,100,3,2,2,Ngaglik,Sleman,Rumah Mewah Klasik Modern Dalam Perum Di Jalan Kaliurang Km 13 Sleman,https://www.rumah123.com/properti/sleman/hos17147122/
350.0,67,67,2,2,1,Mlati,Sleman,Rumah Minimalis Sederhana Dekat Pemda Sleman Cocok Untuk Keluarga Kecil,https://www.rumah123.com/properti/sleman/hos17147083/
155.0,88,36,2,1,1,Ngaglik,Sleman,Rumah Murah Di Ngaglik Sleman Hanya Dp 155 Juta,https://www.rumah123.com/properti/sleman/hos17147071/
850.0,87,70,3,1,1,Gondokusuman,Yogyakarta,Rumah Jogja Kota Gondokusuman Yogyakarta Dekat Malioboro,https://www.rumah123.com/properti/yogyakarta/hos17147055/
1900.0,130,130,4,3,1,Ngaglik,Sleman,Rumah Dijual Dekat Ugm Jogja Kaliurang Ngaglik Sleman Yogyakarta,https://www.rumah123.com/properti/sleman/hos17147054/
999.0,103,100,3,3,2,Depok,Sleman,Rumah Baru di Maguwoharjo Dekat Budi Mulia Tajem Dalam Cluster,https://www.rumah123.com/properti/sleman/hos17147038/
4500.0,365,390,5,4,2,Ngaglik,Sleman,"Dijual Harga Rendah Rumah Selangkah Dari Masjid Sleman, Jogja",https://www.rumah123.com/properti/sleman/hos17147013/
775.0,145,80,3,2,2,Maguwoharjo,Yogyakarta,Rumah Proses Finishing Di Timur Budi Mulia Jalan Tajem Maguwoharjo Depok Sleman,https://www.rumah123.com/properti/yogyakarta/hos17147007/
550.0,108,50,2,1,1,Godean,Sleman,Rumah Modern Minimalis Akses Mobil Lokasi Dekat Pasar Godean Masih Ada Tanah Sisa Luas Dibelakang,https://www.rumah123.com/properti/sleman/hos17146996/
595.0,82,65,2,1,1,Mantrijeron,Yogyakarta,Rumah Baru Siap Huni Dalam Cluster Dekat Pasar Pasty Mantrijeron,https://www.rumah123.com/properti/yogyakarta/hos17146921/
675.0,99,75,3,2,1,Banguntapan,Bantul,Rumah Siap Huni Minimalis Dalam Perumahan One Gate System Di Jaranan Banguntapan,https://www.rumah123.com/properti/bantul/hos17146920/
897.0,107,91,3,2,1,Ngemplak,Sleman,Rumah Baru Murah Siap Huni Cocok Untuk Keluarga Lokasi Dekat Jogjabay,https://www.rumah123.com/properti/sleman/hos17146736/
640.0,91,50,2,1,1,Ngaglik,Sleman,Rumah Siap Bangun Skandinavian Di Jalan Kaliurang Km11 Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17146723/
1100.0,154,160,4,2,1,Umbulharjo,Yogyakarta,Rumah Siap Huni Mangku Jalan Aspal Di Giwangan Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17146680/
4500.0,200,170,4,4,3,Wirobrajan,Yogyakarta,Rumah Mewah Bergaya Eropa Fully Furnished Di Wirobrajan Jogja Kota,https://www.rumah123.com/properti/yogyakarta/hos17146679/
1470.0,178,131,4,3,2,Maguwoharjo,Yogyakarta,Rumah Siap Huni Di Utara Jogja Bay Maguwoharjo Depok Sleman,https://www.rumah123.com/properti/yogyakarta/hos17146635/
4750.0,309,190,4,4,1,Gondokusuman,Yogyakarta,Rumah Mewah Dengan Kolam Renang Pribadi Di Baciro Gondokusuman Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17146633/
1950.0,168,130,3,2,1,Kasihan,Bantul,Rumah Murah Nyaman Dlm Perum Cocok Homestay Area Kasihan Dkt Malioboro,https://www.rumah123.com/properti/bantul/hos17146632/
1290.0,207,160,4,2,1,Purwomartani,Sleman,Rumah Siap Huni Dekat Spbu Kadisoka Purwomartani Kalasan Sleman,https://www.rumah123.com/properti/sleman/hos17146530/
1490.0,126,170,5,4,2,Maguwoharjo,Yogyakarta,Rumah Mewah 2 Lantai Dekat Jogja Bay Maguwoharjo Depok Sleman,https://www.rumah123.com/properti/yogyakarta/hos17146501/
2500.0,352,168,3,3,1,Kasihan,Bantul,RUMAH GEBYOK BATU BATA EXPOSE DI BANGUNJIWO YOGYA,https://www.rumah123.com/properti/bantul/hos17146496/
2500.0,352,168,3,3,1,Kasihan,Bantul,RUMAH ETNIK BANGUNJIWO KASIHAN BANTUL JOGJA,https://www.rumah123.com/properti/bantul/hos17146469/
350.0,67,67,2,2,1,Cebongan,Sleman,Ruamah Murah Nyaman Dan Asri Dlm Pemukiman Lokasi Dekat Pemda Sleman,https://www.rumah123.com/properti/sleman/hos17146304/
550.0,108,50,2,1,1,Godean,Sleman,Rumah Murah Nyaman Dan Aman Dlm Pemukiman Lokasi Dekat Smk 1 Godean,https://www.rumah123.com/properti/sleman/hos17146281/
1700.0,118,70,3,2,1,Banguntapan,Bantul,Rumah Murah Dlm Perum Area Banguntapan Lokasi Dekat Rs. Harjolukito,https://www.rumah123.com/properti/bantul/hos17146250/
1100.0,112,85,2,2,1,Ngaglik,Sleman,Rumah Siap Huni Dalam Perumahan Elite One Gate System Di Jalan Palagan Sinduharjo Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17143886/
1000.0,128,90,3,2,1,Gamping,Sleman,Hunian Full Furnish Dekat Bayeman Permai Di Jln Wates,https://www.rumah123.com/properti/sleman/hos16277723/
515.0,95,45,2,1,1,Kalasan,Sleman,Rumah Asri Dalam Perumahan Di Purwomartani,https://www.rumah123.com/properti/sleman/hos17038754/
2750.0,150,190,4,5,3,Depok,Sleman,Hunian Berkelas Bangunan Baru Mangku Aspal Dekat Stadion Maguwo,https://www.rumah123.com/properti/sleman/hos17039403/
730.0,100,80,3,2,1,Purwomartani,Sleman,Rumah SHM Siap Huni Purwomartani Dekat Sekolah Budi Mulia,https://www.rumah123.com/properti/sleman/hos17131106/
850.0,139,125,8,6,3,Mlati,Sleman,Bangunan Kost Tingkat Dekat Jln Magelang,https://www.rumah123.com/properti/sleman/hos17055164/
1750.0,128,97,4,2,1,Ngaglik,Sleman,DEKAT Kampus UGM!! Rumah Istimewa dan Cantik,https://www.rumah123.com/properti/sleman/hos9537424/
1300.0,96,180,4,3,1,Ngemplak,Sleman,Rumah siap huni dalam komplek pisangan Jogjakarta,https://www.rumah123.com/properti/sleman/hos17145669/
775.0,136,100,2,1,1,Ngaglik,Sleman,Rumah Murah Minimalis Dalam Perumahan Di JL. Palagan KM. 9,https://www.rumah123.com/properti/sleman/hos17145605/
675.0,128,100,2,1,1,Kalasan,Sleman,Rumah Adem Bersih Dan Terawat Perumahan Purwomartani,https://www.rumah123.com/properti/sleman/hos17055246/
1350.0,204,170,4,3,1,Banguntapan,Bantul,Miliki Segera Hunian Lega Bangunan Oke Dekat Kampus UAD,https://www.rumah123.com/properti/bantul/hos16512970/
1970.0,160,180,5,6,3,Depok,Sleman,Hunian Baru Mewah Nan Srategis Dekat Transmart,https://www.rumah123.com/properti/sleman/hos17040712/
850.0,98,99,3,3,1,Depok,Sleman,Omah Tingkat Baru Di Purwomartani Kalasan,https://www.rumah123.com/properti/sleman/hos16513126/
350.0,54,80,3,2,1,Mlati,Sleman,Rumah Minimalis Di perumahan Barat Denggung Harga Damai,https://www.rumah123.com/properti/sleman/hos17144187/
1300.0,125,150,5,3,1,Kalasan,Sleman,Hunian Lingkungan Elit Perumahan Utara Jln Raya Solo Kalasan,https://www.rumah123.com/properti/sleman/hos16295780/
1250.0,105,160,3,2,1,Ngaglik,Sleman,Hunian Mewah Lokasi Strategis Dekat Jongke Palagan Hyatt,https://www.rumah123.com/properti/sleman/hos16288676/
410.0,75,45,2,1,1,Banguntapan,Bantul,Modern Nan Minimalis Hunian Komplek Selatan Giwangan,https://www.rumah123.com/properti/bantul/hos16379395/
665.0,114,90,3,2,1,Mlati,Sleman,RUMAH BARU CANTIK MINIMALIS DENGAN TATA RUANG NYAMAN DI SUMBERADI MLATI SLEMAN DEKAT PASAR CEBONGAN,https://www.rumah123.com/properti/sleman/hos15809420/
1200.0,80,100,3,3,1,Kalasan,Sleman,Hunian Tingkat Fresh Dalam Perumahan Kadirojo Purwomartani,https://www.rumah123.com/properti/sleman/hos16620447/
2200.0,241,350,5,3,4,Banguntapan,Bantul,Spesial Rumah Luas Mangku Aspal Dekat Jln Imogiri Barat,https://www.rumah123.com/properti/bantul/hos17144114/
2100.0,154,95,4,3,3,Gamping,Sleman,Rumah Tengah Kota 2 Lantai di Jl. Godean Dalam Ringroad,https://www.rumah123.com/properti/sleman/hos17145351/
399.0,83,45,2,1,1,Sedayu,Bantul,Rumah Cantik Minimalis Murah SHM Siap Huni Jl Wates Yogyakarta,https://www.rumah123.com/properti/bantul/hos16436904/
665.0,97,65,3,1,2,Banguntapan,Bantul,RUMAH BARU CANTIK MINIMALIS MODERN DI DALAM PERUMAHAN PURI ISMAIL BANGUNTAPAN BANTUL DEKAT GIWANGAN,https://www.rumah123.com/properti/bantul/hos15013791/
615.0,102,60,4,2,1,Kalasan,Sleman,Eksklusive Barat Candi Prambanan Dua Lantai Dekat Bogem Kalasan,https://www.rumah123.com/properti/sleman/hos16680915/
575.0,104,80,3,2,1,Kalasan,Sleman,Hunian Baru Saja Jadi Lingkungan Asri Di Kalasan,https://www.rumah123.com/properti/sleman/hos16646264/
2000.0,125,169,3,3,1,Ngaglik,Sleman,Rumah Elit Dalam Perumahan One Gate Dekat Jln Palagan,https://www.rumah123.com/properti/sleman/hos16586936/
1650.0,351,270,1,2,11,Ngaglik,Sleman,Cafe Dan Resto Strategis Selatan UII Dan Besi Jakal,https://www.rumah123.com/properti/sleman/hos17036052/
1650.0,125,185,4,3,1,Depok,Sleman,Hunian Tingkat Strategis Harga Bersahabat Dekat AMIKOM,https://www.rumah123.com/properti/sleman/hos17038611/
1400.0,133,105,3,2,1,Depok,Sleman,Hunian Lux Di Condong Catur Dalam Perumahan,https://www.rumah123.com/properti/sleman/hos17040367/
1300.0,174,200,3,2,2,Depok,Sleman,Hunian Tingkat View Sawah Dekat Sheraton Dan Transmart,https://www.rumah123.com/properti/sleman/hos17040543/
1650.0,135,115,2,2,2,Gamping,Sleman,Rumah Mewah Dalam Perumahan Paling Elite Di Area Jogja Barat,https://www.rumah123.com/properti/sleman/hos17130128/
1790.0,119,160,4,3,2,Maguwoharjo,Yogyakarta,RUMAH MEWAH 2 LANTAI MODERN JAPANESE STYLE SERASA TINGGAL DI JEPANG LOKASI TIMUR KAMPUS UPN MAGUWOHARJO DEPOK SLEMAN,https://www.rumah123.com/properti/yogyakarta/hos16679097/
2700.0,97,185,8,8,2,Tegalrejo,Yogyakarta,Kos Dijual SHM Jalan Jambon Kota Yogyakarta Belakang Hotel Tara,https://www.rumah123.com/properti/yogyakarta/hos16649100/
1700.0,118,70,3,2,1,Banguntapan,Bantul,Jual Rumah di Sorowajan Dekat Ambarukmo Plaza,https://www.rumah123.com/properti/bantul/hos17145135/
1990.0,194,300,3,2,1,Depok,Sleman,Dijual murah koskosan 2 lantai depok,https://www.rumah123.com/properti/sleman/hos17145111/
1300.0,131,78,3,2,1,Depok,Sleman,RUMAH NYAMAN ASRI FULL FURNISHED DALAM PERUMAHAN ONE GATE SISTEM DI DEKAT PASAR STAN MAGUWOHARJO DEPOK SLEMAN,https://www.rumah123.com/properti/sleman/hos16573689/
2170.0,200,135,4,3,2,Gamping,Sleman,Rumah Mewah Murah Dalam Cluster Di Sleman Jogja Diskon 200 Juta,https://www.rumah123.com/properti/sleman/hos16946252/
900.0,204,100,4,2,4,Maguwoharjo,Yogyakarta,BANTING HARGA !! MURAH BANGET..Rumah Istimewa tanahnya luas lho..carpot bisa 4 mobil,https://www.rumah123.com/properti/yogyakarta/hos17018120/
1790.0,119,160,4,3,2,Maguwoharjo,Yogyakarta,RUMAH MEWAH 2 LANTAI MODERN JAPANESE STYLE SERASA TINGGAL DI JEPANG LOKASI  PREMIUM TIMUR KAMPUS UPN MAGUWOHARJO DEPOK SLEMAN,https://www.rumah123.com/properti/yogyakarta/hos16747195/
1470.0,146,146,4,3,1,Condong Catur,Sleman,"5 Menit Saja Ke Kampus Uii, UPN, STIE YKPN, Amikom dan Pakuwon Mall",https://www.rumah123.com/properti/sleman/hos16851875/
685.0,120,77,3,2,2,Ngemplak,Sleman,MURAH ISTIMEWA! RUMAH CANTIK ISTIMEWA LIMASAN SIAP HUNI HARGA MURAH DI PUCANGAN DEKAT PASAR JANGKANG NGEMPLAK SLEMAN,https://www.rumah123.com/properti/sleman/hos17072956/
1850.0,116,115,3,2,2,Ngemplak,Sleman,RUMAH MEWAH 2 LANTAI KONTEMPORER KEKINIAN FULLY FURNISHED DEKAT JOGJABAY MAGUWOHARJO,https://www.rumah123.com/properti/sleman/hos16552926/
2300.0,126,130,3,3,2,Depok,Sleman,Rumah Mewah Cluster Perumahan Dikelilingi Kampus Dan Mall Besar,https://www.rumah123.com/properti/sleman/hos17057100/
2750.0,150,190,4,4,2,Depok,Sleman,RUMAH MEWAH ISTIMEWA HOOK 2 LANTAI FULLY FURNISHED DI MAGUWOHARJO DEPOK SLEMAN DEKAT KAMPUS UNRIYO,https://www.rumah123.com/properti/sleman/hos16912078/
800.0,107,165,4,2,1,Sewon,Bantul,Jual Rumah di Krapyak Dekat Jogokaryan,https://www.rumah123.com/properti/bantul/hos17144766/
825.0,102,120,3,2,1,Umbulharjo,Yogyakarta,Rumah Baru 3lt Sangat Murah di Gambiran Umbulharjo Kota Jogja,https://www.rumah123.com/properti/yogyakarta/hos17144721/
825.0,125,79,3,2,1,Kalasan,Sleman,"RUMAH DALAM PERUMAHAN TENANG NYAMAN JALAN LEBAR, PURWOMARTANI SLEMAN",https://www.rumah123.com/properti/sleman/hos16722151/
1250.0,135,77,3,2,1,Pogung,Yogyakarta,"Dekat Jl. Magelang, Rumah Joglo Modern Si Jongke Dalam Perumahan",https://www.rumah123.com/properti/yogyakarta/hos16056286/
1800.0,112,152,3,2,1,Banguntapan,Bantul,Rumah Tingkat Dekat Ketandan Banguntapan,https://www.rumah123.com/properti/bantul/hos17144209/
950.0,72,80,3,2,1,Umbulharjo,Yogyakarta,900 Jutaan Kos Siap Bangun Dekat Kampus Uad,https://www.rumah123.com/properti/yogyakarta/hos17026232/
1100.0,213,80,3,2,2,Kaliurang,Sleman,"Dijual Tanah Bonus Rumah Layak Huni, Kaliurang Km.8, Luas 213 M2",https://www.rumah123.com/properti/sleman/hos16832178/
1700.0,111,180,4,5,1,Depok,Sleman,Siap Huni Dalam Perumahan Utara UGM Di Jakal KM 7,https://www.rumah123.com/properti/sleman/hos17144172/
640.0,95,50,2,1,1,Sleman,Sleman,Rumah Modern Dalam Cluster Dekat Rsud Sleman 600 Jt an,https://www.rumah123.com/properti/sleman/hos17144148/
2050.0,160,215,4,4,2,Depok,Sleman,Rumah Mewah Elegan desain Luas Tajem,https://www.rumah123.com/properti/sleman/hos17144128/
1950.0,170,130,3,2,1,Wirobrajan,Yogyakarta,Dijual Rumah Mewah Dalam Perumahan Elite Klasik Barat Malioboro,https://www.rumah123.com/properti/yogyakarta/hos17144120/
235.0,70,30,2,1,1,Kalasan,Sleman,Rumah Nyaman Ideal Dilokasi Akses Mudah Dekat Pintu Tol,https://www.rumah123.com/properti/sleman/hos17144111/
525.0,112,75,3,1,1,Sewon,Bantul,Miliki Segera Hunian Baru Di Pendowoharjo Sewon,https://www.rumah123.com/properti/bantul/hos17144101/
925.0,101,65,2,1,1,Mlati,Sleman,Rumah dekat Mall SCH & masjid Suciati Gitogati,https://www.rumah123.com/properti/sleman/hos17144095/
520.0,90,50,2,1,1,Gedong Tengen,Yogyakarta,Rumah Siap Huni Modern Dekat Rsud Sleman 500 Jt An Free Kanopi,https://www.rumah123.com/properti/yogyakarta/hos17144089/
650.0,126,80,3,2,1,Plered,Bantul,Segera Miliki Hunian Modern Di Utara Plered Dekat Jambidan,https://www.rumah123.com/properti/bantul/hos17144082/
1900.0,110,170,4,4,1,Ngaglik,Sleman,"Rumah Baru dekat kampus Ugm jakal km.7,5",https://www.rumah123.com/properti/sleman/hos17144077/
575.0,80,120,3,3,1,Godean,Sleman,Rumah Minimalis Siap Huni Dekat Jln Godean Mejing,https://www.rumah123.com/properti/sleman/hos17144070/
975.0,128,100,3,2,1,Mlati,Sleman,Rumah Dalam Perumahan Dekat Sindu Edupark,https://www.rumah123.com/properti/sleman/hos17144064/
435.0,101,45,2,1,1,Gamping,Sleman,Rumah Asri Dan Nyaman di Balecatur Gamping Free Biaya Pajak,https://www.rumah123.com/properti/sleman/hos17144033/
550.0,123,62,3,2,1,Ngaglik,Sleman,Rumah dalam cluster Margoluwih Sayegan,https://www.rumah123.com/properti/sleman/hos17144020/
270.0,61,30,2,1,1,Prambanan,Sleman,Rumah Minimalis 2 Kamar Tidur 200jt an Di Utara Jl Jogja solo,https://www.rumah123.com/properti/sleman/hos17144018/
475.0,93,60,3,1,1,Kasihan,Bantul,Rumah Baru Minimalis Siap Huni Di Tirtonirmolo Kasihan Bantul,https://www.rumah123.com/properti/bantul/hos17143996/
580.0,66,45,2,1,1,Kotagede,Yogyakarta,Rumah Kecil Siap Huni Dekat Xt Square Di Jalan Pramuka Prenggan Kotagede Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143980/
975.0,121,80,3,2,1,Ngaglik,Sleman,Rumah baru Cluster Perumahan jakal km 13,https://www.rumah123.com/properti/sleman/hos17143978/
675.0,85,45,2,1,1,Bantul,Yogyakarta,Siap Kpr Rumah Modern di Potorono Jalan Wonosari Sblm Kids Fun,https://www.rumah123.com/properti/yogyakarta/hos17143976/
765.0,118,80,3,2,1,Purwomartani,Sleman,Rumah Siap Huni Di Timur Spbu Kadisoka Purwomartani Kalasan Sleman,https://www.rumah123.com/properti/sleman/hos17143966/
890.0,85,70,3,2,1,Banguntapan,Bantul,Rumah 2 Lt 800 Jutaan Bisa Nego di Potorono Banguntapan SHM Kpr,https://www.rumah123.com/properti/bantul/hos17143954/
675.0,121,45,2,1,1,Ngaglik,Sleman,Rumah Cantik di Jl Kaliurang Km 13 Dekat Kampus Uii Jogja,https://www.rumah123.com/properti/sleman/hos17143946/
4500.0,334,250,6,4,2,Ngaglik,Sleman,Rumah Modern dalam perumahan utara Jl Damai,https://www.rumah123.com/properti/sleman/hos17143942/
2350.0,213,147,3,2,1,Tegalrejo,Yogyakarta,Dijual Cepat Rumah Siap Huni Di Tengah Kota Jogja Dekat Malioboro,https://www.rumah123.com/properti/yogyakarta/hos17143930/
2350.0,184,160,4,3,10,Wirobrajan,Yogyakarta,Rumah Guest House Di Jual Di Jogja Furnished 5 Menit Malioboro,https://www.rumah123.com/properti/yogyakarta/hos17143939/
999.0,103,100,3,4,1,Ngaglik,Sleman,Di Jual Rumah 2 Lantai Siap Huni Di Utara Stadion Maguwoharjo,https://www.rumah123.com/properti/sleman/hos17143921/
350.0,104,50,2,1,1,Gondomanan,Yogyakarta,Rumah Siap Huni Best Seller Dekat Pasar Ngijon 350 Jt An Unit Terbatas,https://www.rumah123.com/properti/yogyakarta/hos17143908/
730.0,100,80,3,2,1,Purwomartani,Sleman,Rumah Cantik di Purwomartani Kalasan Sleman Utara Pamela 7 Jogja,https://www.rumah123.com/properti/sleman/hos17143911/
1300.0,134,120,3,2,1,Ngaglik,Sleman,Rumah Siap Huni Di Jalan Kaliurang Km6 Kentungan Ngaglik Sleman,https://www.rumah123.com/properti/sleman/hos17143905/
1500.0,148,120,3,2,1,Wirobrajan,Yogyakarta,RUMAH TENGAH KOTA JOGJA PATANG PULUHAN,https://www.rumah123.com/properti/yogyakarta/hos17143895/
1350.0,271,120,6,3,1,Wirobrajan,Yogyakarta,Rumah Dijual Dekat Jogja Kota Wirobrajan Yogyakarta Sonosewu,https://www.rumah123.com/properti/yogyakarta/hos17143882/
1250.0,200,120,3,2,1,Depok,Sleman,Rumah Baru dekat RS Hermina Maguwo,https://www.rumah123.com/properti/sleman/hos17143866/
1500.0,158,220,5,3,1,Kalasan,Sleman,Rumah Mewah 2 Lantai Dekat Gkj Tulung Tamanmartani Kalasan,https://www.rumah123.com/properti/sleman/hos17143858/
1100.0,160,120,3,2,1,Depok,Sleman,Rumah Baru timur Lottermart Maguwo,https://www.rumah123.com/properti/sleman/hos17143848/
592.0,104,50,2,1,1,Ngaglik,Sleman,Rumah Ready Kpr Di Sleman Mulai 500jt an Dekat Sleman City Hall,https://www.rumah123.com/properti/sleman/hos17143845/
2650.0,189,210,4,3,1,Gondokusuman,Yogyakarta,Rumah Dijual Jogja Pusat Tengah Kota Baciro Gondokusuman Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143833/
720.0,126,58,2,1,1,Pogung,Yogyakarta,Rumah Murah Palagan Lingkungan Asri,https://www.rumah123.com/properti/yogyakarta/hos16956723/
1900.0,166,150,5,5,4,Maguwoharjo,Yogyakarta,Rumah Mewah 2 Lantai Di Timur Transmart Maguwoharjo Depok Sleman,https://www.rumah123.com/properti/yogyakarta/hos17143821/
500.0,88,55,2,1,1,Kasihan,Bantul,Rumah Baru Siap Huni Hook dekat Gerabah Kasongan,https://www.rumah123.com/properti/bantul/hos17103722/
1850.0,102,138,3,3,2,Mlati,Sleman,Rumah Mewah 2 Lantai Dalam Cluster Grand Vista Residence Tlogoadi Mlati Sleman,https://www.rumah123.com/properti/sleman/hos17143790/
3500.0,341,300,6,3,1,Demangan,Yogyakarta,Rumah Jogja Klasik Di Demangan Depok Sleman Untuk Homestay,https://www.rumah123.com/properti/yogyakarta/hos17143773/
2000.0,167,130,3,2,1,Tegalrejo,Yogyakarta,Rumah Mewah Dalam Perumahan Dekat Malioboro Tegalrejo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143772/
695.0,88,80,3,2,1,Kaliurang,Yogyakarta,"Rumah Baru Unfurnished SHM di Jl Kaliurang Km 13, Yogyakarta",https://www.rumah123.com/properti/yogyakarta/hos17066055/
725.0,114,71,3,2,1,Mlati,Sleman,Rumah 3 Kamar Tidur di Jl Seyegan cebongan Sleman,https://www.rumah123.com/properti/sleman/hos17143738/
450.0,75,45,2,1,1,Sewon,Bantul,Rumah Baru Selatan Stadion Sultan Agung di Jl Imogiri Barat,https://www.rumah123.com/properti/bantul/hos17101948/
3300.0,254,200,5,5,1,Ngaglik,Sleman,Rumah Mewah Skandinavia Furnished Jl Palagan Ngaglik Sleman Yogyakarta,https://www.rumah123.com/properti/sleman/hos17143715/
520.0,90,50,2,1,1,Sayegan,Sleman,Rumah Modern Siap Huni Dekat Polsek Seyegan 500 Jt an,https://www.rumah123.com/properti/sleman/hos17143685/
1500.0,185,220,5,3,2,Gondokusuman,Yogyakarta,Rumah Mewah 2 Lantai Bonus Furnished Dekat Candi Prambanan,https://www.rumah123.com/properti/yogyakarta/hos17143675/
670.0,136,80,3,2,1,Jetis,Yogyakarta,Di Jual Rumah Siap Huni Tipe 80 Dekat Pasar Godean Harga 600 Jtan,https://www.rumah123.com/properti/yogyakarta/hos17143669/
980.0,100,150,6,6,1,Umbulharjo,Yogyakarta,Rumah Kos Dijual Glagahsari Dekat Xt Square Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143641/
1950.0,249,250,7,5,1,Condong Catur,Sleman,Rumah Induk Dan Kos Siap Huni Di Condongcatur Depok Sleman,https://www.rumah123.com/properti/sleman/hos17143639/
450.0,82,50,2,1,1,Godean,Sleman,Rumah Siap Bangun di Jl Godean SHM Lengkap Bisa Kpr,https://www.rumah123.com/properti/sleman/hos17143599/
1450.0,150,120,6,7,4,Umbulharjo,Yogyakarta,Rumah Kost 2 Lantai Jogja Kota Dekat Kampus Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143550/
450.0,82,50,2,1,1,Jetis,Yogyakarta,Rumah Modern Proses Bangun Di Jl Godean Km.12 Mulai 400jt an,https://www.rumah123.com/properti/yogyakarta/hos17143546/
2390.0,110,70,3,3,2,Mlati,Sleman,Rumah Mewah Di Mlati Sleman Jogja Dekat Ugm Dan Rs Jih Sch,https://www.rumah123.com/properti/sleman/hos17143529/
3500.0,195,345,10,9,1,Tegalrejo,Yogyakarta,Rumah Homestay Dijual Jogja di Tegalrejo Pusat Kota Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17143528/
1720.0,96,75,3,2,2,Ngaglik,Sleman,"Rumah Siap Huni Di Sleman Jogja 5 ,min Kampus Ugm Upn Uii Rs Jih",https://www.rumah123.com/properti/sleman/hos17143503/
950.0,120,120,3,2,1,Condong Catur,Sleman,DALAM PERUM!! Dijual Rumah ( dekat UGM )area Jl. Kaliurang Km. 8,https://www.rumah123.com/properti/sleman/hos17143459/
2800.0,129,163,3,2,1,Depok,Sleman,Rumah Dijual Maguwo Depok Sleman Jogja.STRATEGIS PRIVATE POOL!!,https://www.rumah123.com/properti/sleman/hos17143435/
790.0,75,70,3,2,1,Umbulharjo,Yogyakarta,Rumah di Jogja Bisa Kpr Daerah Giwangan Jambidan Banguntapan SHM,https://www.rumah123.com/properti/yogyakarta/hos17143457/
